STUDENT_ID,SUBJECT_NAME,GRADE_LEVEL,LETTER_GRADE
54437,English,9,A-
155661,History,7,I
19856,Mentor,,
19844,Science,8,C
51070,English,6,B-
177537,English,9,A
67676,World Language,9,A-
19858,Mentor,,
67946,Science,7,A+
85074,Science,7,A-
133513,English,9,N/A
47776,History,6,I
185540,English,6,I
47772,History,6,I
79141,English,9,C
70330,Electives,9,A+
87573,World Language,9,I
57466,English,8,B-
155661,Math,7,I
155661,Science,7,I
32266,History,6,B-
34933,English,8,I
135768,Science,8,I
132660,English,11,I
19858,Math,8,B
19860,Mentor,,
133491,English,9,N/A
124946,English,8,I
12845,Math,7,I
63345,History,8,B-
57958,Math,8,A+
63939,English,7,C+
54271,History,9,A
54443,History,9,A
65070,History,8,B
155663,Math,6,I
155663,Science,6,I
68218,English,8,A
19866,Mentor,,
135770,Math,8,I
35454,Math,9,I
19872,Mentor,,
65558,History,7,I
35396,Math,9,I
34935,English,8,I
17013,Math,9,I
19866,History,8,C
17063,Math,9,I
131519,English,11,I
47808,History,6,I
177282,Math,6,I
19872,History,8,C-
168673,Science,7,I
131625,Science,10,I
155217,English,8,A-
19714,History,8,A+
116317,History,7,I
63945,English,7,B-
63399,History,8,B
57780,Math,8,I
155665,Math,7,I
17204,English,9,I
135774,English,8,C+
54313,History,9,A+
76982,Science,9,C
179077,Science,6,I
47858,History,6,I
75250,Mentor,,
80739,Science,9,B-
33623,History,6,A+
63433,History,8,B
51205,World Language,12,B+
35398,Math,9,I
168660,Science,7,A
74488,Mentor,,
13189,Math,7,I
44312,History,9,B
104134,Science,6,I
13227,Math,7,I
155667,Mentor,,
54455,Science,9,A+
74610,Mentor,,
153354,History,6,A+
63567,History,8,A
67982,English,7,B
176010,World Language,9,I
74612,Mentor,,
174470,History,7,C+
133499,English,9,N/A
155667,English,6,I
35538,Math,9,I
87977,English,9,I
155671,History,6,I
35464,Math,9,I
63973,Math,9,C
74490,Mentor,,
74488,History,8,C-
13685,Math,7,I
13837,History,8,I
74610,English,7,B
74612,English,7,A
68280,History,8,I
74594,Mentor,,
101692,English,9,C-
88017,History,9,I
63587,History,8,A
47264,English,7,A-
97267,English,6,I
74594,English,7,B
63261,Math,6,B-
63741,Math,6,A
72025,History,7,A-
57520,Math,8,A
154953,History,7,B
18609,History,8,A+
67836,English,7,C
39701,Electives,7,I
167297,Math,9,I
88017,Science,9,I
155671,Science,6,I
186851,World Language,12,I
97285,English,6,I
48028,History,6,I
125318,Math,6,B
155671,Math,6,I
63215,Math,6,B
17532,English,9,I
75178,Mentor,,
48042,History,6,I
48050,History,6,I
65446,Math,7,C
155215,English,8,A
84882,Science,7,A+
137723,English,8,B
63653,History,8,A
65304,Math,7,A
17534,English,9,I
155673,Science,8,I
187369,English,10,I
48060,History,6,I
74866,English,7,C-
64580,Science,6,I
125962,Math,6,I
47182,English,7,B+
63985,History,7,A
65574,Math,7,A-
155319,English,8,B+
47266,History,7,A
155675,Science,6,C
155675,Mentor,,
63995,History,8,B
74842,Mentor,,
133529,Electives,9,I
44294,Science,9,B
17534,World Language,9,A+
63657,History,8,B+
68145,Science,7,A+
67956,Science,7,A
13997,Math,7,I
67958,English,7,A
54543,Science,9,A+
74910,Mentor,,
82651,English,7,I
155093,Science,8,B
133776,Math,9,I
75302,English,7,A
75302,Mentor,,
68128,English,7,A-
17552,Math,9,I
51191,History,10,B-
67902,History,8,B-
74578,Mentor,,
79404,History,7,C-
54541,English,9,B+
155129,English,8,I
14323,Math,7,I
22887,Electives,10,C
124239,English,7,A
50821,Math,7,B
67916,History,8,B
22659,Electives,9,A-
66641,English,8,C+
137263,History,8,I
17554,English,9,I
14423,Math,7,I
102878,Electives,9,I
64081,English,7,A
191679,Math,6,I
74164,Math,6,C
97959,History,6,I
155681,Math,8,I
74746,Mentor,,
63815,Math,9,B
74846,Mentor,,
32626,Math,9,B+
66657,English,8,C+
14545,History,8,I
75650,Science,5,A+
64726,Math,6,B-
54355,History,9,B
68254,History,8,A+
17567,Math,9,I
49721,English,9,A-
63151,History,10,A-
74636,Mentor,,
68258,History,8,A+
170171,Electives,12,I
155681,History,8,I
14563,History,8,I
88073,History,9,N/A
74580,Math,7,B+
75306,Mentor,,
74846,English,7,C-
155681,Science,8,I
155683,Math,7,I
57756,English,8,I
75734,Math,5,B+
74666,Science,7,B+
17588,Science,9,B+
191452,History,10,I
99847,Science,5,I
83138,English,7,I
48190,History,6,I
7773,History,10,I
63817,Math,6,A+
14627,History,8,I
155685,Science,7,I
100687,English,7,I
124072,History,9,B
68300,History,8,A+
175399,History,7,I
150410,History,6,B
17586,World Language,9,C+
137661,Science,8,C
69768,History,10,B-
48208,History,6,I
167329,Math,9,I
186884,English,11,I
97457,English,6,I
68302,History,8,A+
186855,World Language,12,I
135776,Science,8,I
175415,History,7,I
99849,Science,5,I
17600,Math,9,I
68030,English,7,I
75106,Science,7,B+
191655,Math,6,I
48773,Math,11,I
17602,English,9,I
179583,Science,7,I
8028,Math,9,I
131969,English,7,I
57268,Science,6,A
157534,History,8,B+
65410,Math,7,B
187353,Electives,10,I
54559,English,10,B-
155687,Science,6,I
66699,English,8,A
168662,Science,7,I
154773,Science,6,A-
154875,Science,6,I
68256,History,8,B
68248,History,8,B+
17602,World Language,9,A+
49657,History,9,B+
14821,Math,7,I
14841,Math,7,I
14895,History,8,I
155687,Math,6,I
67956,English,7,A-
36921,English,9,I
67942,English,7,I
11666,English,6,A-
95377,English,6,C
186471,Math,11,I
191659,Math,6,I
64920,Math,8,A-
88189,History,9,I
93647,Mentor,,
131997,History,7,B-
27005,Math,7,I
68216,History,8,A-
74868,Math,7,A
170069,Electives,12,I
37029,Science,9,B+
94855,English,6,A+
167303,English,9,I
68196,History,8,A
72043,English,8,B
88183,History,9,I
168658,Science,7,I
65070,Math,8,I
15021,History,7,I
47914,Math,8,I
88159,Science,9,I
155689,Science,6,I
155689,Math,6,I
74584,Science,7,B
72363,English,8,A+
170175,Electives,12,I
139582,World Language,9,A+
74584,Mentor,,
73657,Science,9,C-
155693,Science,6,I
185915,History,10,I
8077,Math,9,A-
73549,Science,9,A
85556,English,7,B-
17632,English,9,I
71995,History,8,A-
74896,Mentor,,
15011,Science,7,I
155693,Mentor,,
191661,Math,6,I
72083,History,7,B-
67990,English,7,B
74584,English,7,B
79600,Math,7,A
155693,English,6,I
13659,Math,8,I
170225,Electives,12,I
75130,Mentor,,
155695,Mentor,,
17630,Science,9,I
155695,English,6,I
16973,Electives,10,A-
96817,Math,7,I
17083,Electives,10,A+
68224,History,8,A+
191665,Math,6,I
14897,History,8,I
74236,Science,6,B-
65424,English,7,A+
17069,Electives,10,A
81709,English,7,B+
186886,English,11,I
155695,Science,6,I
72119,History,7,B+
75146,Mentor,,
75130,Math,7,C+
175531,History,7,I
47226,Math,7,A
197133,History,7,I
69250,English,6,I
19958,Math,10,C-
155697,History,6,I
155697,Math,6,I
81465,English,7,C+
64538,Math,6,B
14435,Math,8,I
191667,Math,6,I
67940,English,7,A+
171412,English,12,B+
103077,English,9,A
137299,Math,8,B
92406,History,7,B+
91150,Math,6,I
69260,English,6,B-
68050,History,7,A-
197141,History,7,I
155699,History,6,I
137695,Math,7,B-
68226,History,8,B+
88631,Math,9,I
90039,History,7,I
74754,Mentor,,
155699,Science,6,I
197147,History,7,I
75182,Mentor,,
175621,History,7,I
69268,English,6,B
14291,History,7,I
14765,Math,8,I
74622,English,7,B
74644,Mentor,,
14835,Math,8,I
74644,English,7,B-
83255,English,7,I
78241,Math,6,B-
96939,Math,7,C
74646,Mentor,,
68220,History,8,B
43133,English,5,A
20139,Science,7,B-
75326,Mentor,,
67988,History,7,B-
68080,English,7,A+
74626,Mentor,,
17665,English,9,I
185402,English,6,I
75208,Mentor,,
84014,History,6,I
182924,Math,9,B-
69338,English,6,I
68176,History,8,A-
74672,Mentor,,
185542,English,6,I
65812,English,7,B
69561,World Language,8,I
82777,History,7,I
169987,Electives,12,I
191669,Math,6,I
185544,English,6,I
185546,English,6,I
97017,English,8,B+
15139,Math,8,I
15227,Math,8,I
68264,History,8,B
74598,Mentor,,
191671,Math,6,I
68100,History,7,A+
170875,Science,8,I
78395,History,6,I
167307,Math,11,I
17679,World Language,9,A+
22699,Mentor,,
69344,English,6,B+
74586,Mentor,,
69348,English,6,I
91666,Mentor,,
68232,History,8,B
187828,Mentor,,
75086,Mentor,,
74506,Mentor,,
75176,Mentor,,
74598,Science,7,A-
17679,English,9,I
16185,English,7,I
50587,English,8,C-
19902,Science,10,B-
75258,Mentor,,
155705,History,6,I
185550,English,6,I
191677,Math,6,I
75258,Math,7,C
68200,History,8,A-
191928,Electives,7,I
191830,History,10,I
97515,History,6,I
85036,Math,9,A+
103868,History,10,I
19904,English,10,C-
74872,Mentor,,
17691,World Language,9,A-
191833,History,10,C
74792,Mentor,,
69352,English,6,B+
68262,History,8,A-
155705,Science,6,I
185578,English,6,I
74588,Mentor,,
19904,Science,10,C
74792,English,7,C
155707,Mentor,,
75240,Mentor,,
69354,English,6,B+
155705,Math,6,I
68252,History,8,I
68156,English,7,B
89057,World Language,9,I
66823,Science,7,B
75290,Mentor,,
90361,Science,8,A-
94088,Math,7,A-
39625,Electives,7,N/A
103908,History,11,I
65098,English,8,A+
191687,Math,6,I
75246,Mentor,,
74590,Mentor,,
19958,Science,10,I
155711,Mentor,,
75294,Mentor,,
169981,Electives,12,I
155709,History,6,I
68130,English,7,A+
74830,Mentor,,
170025,Electives,12,B-
75136,Mentor,,
89051,Science,9,I
37263,English,5,B-
185582,Math,6,I
67926,History,8,B+
75240,English,7,C
49891,English,8,A-
155709,Science,6,I
155709,Math,6,I
155711,Science,6,I
86387,Science,6,C+
150406,English,6,B-
75424,Science,5,A
135778,English,8,C-
94098,Math,7,B+
65124,English,8,A+
185564,English,6,I
191689,Math,6,I
86654,Math,9,I
68152,English,7,A-
36555,English,11,I
67922,History,8,B
64800,Science,8,A-
16973,Electives,10,B+
75304,English,7,C-
68266,History,8,B+
97039,Math,7,B-
63617,English,8,C+
54359,English,9,A+
65198,English,8,B-
185580,English,6,I
139043,History,7,I
49301,Math,8,I
48933,World Language,9,B
74904,Science,9,C+
31878,English,6,B-
54339,English,9,A-
186899,English,11,I
132684,English,9,A-
74906,Science,9,B+
54315,Math,9,B
157758,Math,8,A-
170007,Electives,12,I
86143,Science,5,C
66719,English,8,B
68178,History,8,B+
67075,History,7,A+
17715,English,9,I
51195,English,10,A+
186901,Math,6,I
170019,Electives,12,I
133571,Science,10,I
67924,History,8,A-
66845,Math,7,A+
64360,Electives,6,B
70308,Math,6,B
186901,Science,6,I
47334,Math,7,A-
67075,Science,7,A+
64272,History,6,C
46535,English,6,B
170063,Electives,12,I
47308,History,7,I
74926,Math,9,A
31560,English,6,C+
135784,English,8,C
64556,Electives,6,A+
185554,Math,6,I
48663,Math,8,I
155719,History,6,I
91656,History,6,B
94046,English,7,B+
64274,History,6,A-
7803,History,10,A+
185645,English,6,I
54321,English,9,A+
85024,History,7,A+
124044,History,9,A+
155717,Mentor,,
185572,English,6,I
133558,English,9,I
31800,Science,6,B
184869,History,10,I
155719,Math,6,I
185669,English,6,I
135784,Math,8,I
49263,Math,8,I
54529,English,9,A+
167313,Science,10,I
17266,English,8,A
78285,English,6,I
53923,Math,9,C
74942,Science,9,A+
180770,Math,11,I
186903,English,11,I
186936,English,11,I
64278,History,6,B
64988,English,8,C
65380,English,8,B
49291,Math,8,I
170095,Electives,12,I
170107,Electives,12,A+
48874,Math,8,I
155719,Science,6,I
155721,History,6,I
70833,History,9,C+
7726,History,10,A+
65238,English,8,C
54429,History,9,B
17159,History,10,A+
95841,World Language,9,I
84898,History,7,A+
64782,English,8,A
186480,Math,11,I
49295,Math,8,C
170115,Electives,12,I
70046,English,5,A-
155721,Science,6,I
64500,History,6,B+
65412,English,8,C+
89321,Math,9,I
97099,History,8,A-
53900,History,8,I
186920,Mentor,,
186924,Mentor,,
74514,Science,10,I
72303,English,7,B+
61993,English,7,A-
70306,History,6,C
154761,Math,6,I
89329,Math,9,I
74950,English,9,C
8117,Science,8,A-
65010,English,8,B+
49267,Math,8,I
63531,Math,8,C-
90740,Math,6,A-
66343,English,8,C
65012,English,8,A
155723,History,6,I
89333,History,9,I
170149,Electives,12,I
19644,History,8,A+
155723,Math,6,I
49345,Math,8,B-
155723,Mentor,,
77022,History,10,C+
92222,Mentor,,
168685,Science,7,I
92224,Mentor,,
92226,Mentor,,
92228,Mentor,,
92230,Mentor,,
92232,Mentor,,
92234,Mentor,,
92236,Mentor,,
92238,Mentor,,
92240,Mentor,,
92242,Mentor,,
92244,Mentor,,
92246,Mentor,,
92248,Mentor,,
92250,Mentor,,
92252,Mentor,,
92254,Mentor,,
92256,Mentor,,
92258,Mentor,,
92260,Mentor,,
92264,Mentor,,
92266,Mentor,,
92268,Mentor,,
92270,Mentor,,
92272,Mentor,,
92274,Mentor,,
92276,Mentor,,
92278,Mentor,,
92280,Mentor,,
92282,Mentor,,
92284,Mentor,,
92286,Mentor,,
92288,Mentor,,
92290,Mentor,,
92292,Mentor,,
92294,Mentor,,
92296,Mentor,,
92300,Mentor,,
92302,Mentor,,
170223,Electives,12,I
155729,Math,6,I
90085,History,7,I
123200,Science,9,I
155729,Mentor,,
175651,History,7,I
92262,Mentor,,
175701,History,7,I
191028,Math,11,I
155733,Mentor,,
63889,Math,7,B
92306,Mentor,,
197165,History,7,I
92310,Mentor,,
92312,Mentor,,
74992,Science,9,A
92320,Mentor,,
92314,Mentor,,
92344,Mentor,,
92316,Mentor,,
92318,Mentor,,
92324,Mentor,,
92326,Mentor,,
92328,Mentor,,
92330,Mentor,,
92332,Mentor,,
92334,Mentor,,
92336,Mentor,,
92338,Mentor,,
92340,Mentor,,
92342,Mentor,,
92346,Mentor,,
92348,Mentor,,
92350,Mentor,,
92352,Mentor,,
92354,Mentor,,
92356,Mentor,,
92360,Mentor,,
92362,Mentor,,
11942,Science,7,B+
92366,Mentor,,
92370,Mentor,,
92374,Mentor,,
92376,Mentor,,
92380,Mentor,,
155733,Science,6,B
92382,Mentor,,
138954,English,6,A
92384,Mentor,,
92406,Mentor,,
92386,Mentor,,
92388,Mentor,,
155735,Mentor,,
92390,Mentor,,
92394,Mentor,,
92420,Mentor,,
92396,Mentor,,
92398,Mentor,,
92404,Mentor,,
92408,Mentor,,
92410,Mentor,,
92412,Mentor,,
92414,Mentor,,
92416,Mentor,,
92418,Mentor,,
92422,Mentor,,
92424,Mentor,,
92426,Mentor,,
92428,Mentor,,
92430,Mentor,,
92432,Mentor,,
92434,Mentor,,
92436,Mentor,,
92438,Mentor,,
92440,Mentor,,
92442,Mentor,,
92444,Mentor,,
92446,Mentor,,
92448,Mentor,,
92450,Mentor,,
92452,Mentor,,
92454,Mentor,,
92456,Mentor,,
92458,Mentor,,
155737,History,6,I
186951,English,11,I
75006,Science,9,C+
92460,Mentor,,
67908,History,8,B+
82747,History,7,I
137739,Math,8,C+
63721,English,7,A
122845,Electives,6,A+
19988,Science,10,C-
92468,Mentor,,
92464,Mentor,,
92470,Mentor,,
82761,History,7,I
92472,Mentor,,
92474,Mentor,,
92476,Mentor,,
92478,Mentor,,
92480,Mentor,,
92482,Mentor,,
92484,Mentor,,
92486,Mentor,,
92490,Mentor,,
92492,Mentor,,
92494,Mentor,,
92496,Mentor,,
92498,Mentor,,
92500,Mentor,,
92502,Mentor,,
92504,Mentor,,
92506,Mentor,,
92508,Mentor,,
92510,Mentor,,
92512,Mentor,,
92514,Mentor,,
92516,Mentor,,
92518,Mentor,,
177818,History,6,B+
92520,Mentor,,
92522,Mentor,,
96183,World Language,9,I
92524,Mentor,,
26602,Math,7,B+
92526,Mentor,,
92528,Mentor,,
92532,Mentor,,
92534,Mentor,,
92536,Mentor,,
92538,Mentor,,
92540,Mentor,,
92542,Mentor,,
155737,Math,6,I
92554,Mentor,,
176021,English,8,I
92548,Mentor,,
186953,English,11,I
89525,Math,9,I
92550,Mentor,,
92552,Mentor,,
92556,Mentor,,
92558,Mentor,,
92560,Mentor,,
92562,Mentor,,
92564,Mentor,,
92566,Mentor,,
92568,Mentor,,
155737,Science,6,I
92572,Mentor,,
92574,Mentor,,
92576,Mentor,,
92578,Mentor,,
92580,Mentor,,
92582,Mentor,,
92584,Mentor,,
92586,Mentor,,
92588,Mentor,,
89531,Science,9,I
67904,History,8,B+
132159,Science,7,C
74518,English,10,I
63891,Math,7,A
89553,Science,9,I
155539,English,6,I
92590,Mentor,,
92592,Mentor,,
92594,Mentor,,
92596,Mentor,,
93112,Mentor,,
92598,Mentor,,
92600,Mentor,,
92602,Mentor,,
92620,Mentor,,
92604,Mentor,,
92606,Mentor,,
92608,Mentor,,
92610,Mentor,,
92612,Mentor,,
92614,Mentor,,
92616,Mentor,,
92618,Mentor,,
155739,History,6,I
92622,Mentor,,
92624,Mentor,,
92630,Mentor,,
92632,Mentor,,
92634,Mentor,,
92636,Mentor,,
92638,Mentor,,
92640,Mentor,,
92642,Mentor,,
92644,Mentor,,
92646,Mentor,,
92648,Mentor,,
92650,Mentor,,
74690,Math,9,B
93948,Mentor,,
45008,Math,8,I
93950,Mentor,,
170289,Electives,12,I
93952,Mentor,,
93954,Mentor,,
93974,Mentor,,
93956,Mentor,,
167267,History,11,C+
93958,Mentor,,
101590,Mentor,,
93960,Mentor,,
93962,Mentor,,
93964,Mentor,,
93966,Mentor,,
155741,Math,6,I
93968,Mentor,,
93970,Mentor,,
93972,Mentor,,
93976,Mentor,,
93978,Mentor,,
93980,Mentor,,
93982,Mentor,,
93984,Mentor,,
93986,Mentor,,
93988,Mentor,,
93990,Mentor,,
93992,Mentor,,
93994,Mentor,,
93996,Mentor,,
93998,Mentor,,
94000,Mentor,,
94002,Mentor,,
94004,Mentor,,
11540,History,7,B+
155741,Science,6,I
170337,Electives,12,I
94006,Mentor,,
94008,Mentor,,
94010,Mentor,,
94014,Mentor,,
155743,Science,8,I
175745,History,7,I
94016,Mentor,,
48694,History,8,I
94018,Mentor,,
94020,Mentor,,
64964,English,8,B+
94022,Mentor,,
96309,World Language,9,I
94024,Mentor,,
94026,Mentor,,
197173,History,7,I
175833,History,7,I
191244,English,10,I
94042,Mentor,,
94028,Mentor,,
94030,Mentor,,
72601,Mentor,,
72981,Mentor,,
94032,Mentor,,
94034,Mentor,,
94036,Mentor,,
94038,Mentor,,
94040,Mentor,,
94044,Mentor,,
94046,Mentor,,
94048,Mentor,,
94050,Mentor,,
94052,Mentor,,
94054,Mentor,,
94056,Mentor,,
94058,Mentor,,
94060,Mentor,,
94062,Mentor,,
94064,Mentor,,
94066,Mentor,,
94068,Mentor,,
94070,Mentor,,
94072,Mentor,,
89597,Science,9,I
155743,Math,8,I
64646,Math,6,C+
32712,Math,9,B
14313,English,7,I
168687,Science,7,I
94106,Mentor,,
94074,Mentor,,
130007,Math,7,B+
94076,Mentor,,
94078,Mentor,,
94080,Mentor,,
94082,Mentor,,
179079,Science,6,I
94084,Mentor,,
94086,Mentor,,
94088,Mentor,,
94090,Mentor,,
94092,Mentor,,
94094,Mentor,,
94096,Mentor,,
94098,Mentor,,
94100,Mentor,,
94102,Mentor,,
94104,Mentor,,
94108,Mentor,,
94110,Mentor,,
94112,Mentor,,
94114,Mentor,,
155745,Mentor,,
94116,Mentor,,
94118,Mentor,,
94120,Mentor,,
94122,Mentor,,
94124,Mentor,,
94126,Mentor,,
94128,Mentor,,
94130,Mentor,,
94132,Mentor,,
94134,Mentor,,
94136,Mentor,,
94138,Mentor,,
94140,Mentor,,
94142,Mentor,,
94144,Mentor,,
94146,Mentor,,
94148,Mentor,,
94150,Mentor,,
74970,Math,10,I
99879,Math,6,I
17384,English,8,C+
86140,Science,11,I
11552,Science,8,N/A
96369,World Language,9,A+
94152,Mentor,,
57832,Math,8,A-
94154,Mentor,,
94156,Mentor,,
94158,Mentor,,
94160,Mentor,,
94162,Mentor,,
94164,Mentor,,
94166,Mentor,,
94168,Mentor,,
94170,Mentor,,
94172,Mentor,,
94174,Mentor,,
94176,Mentor,,
94178,Mentor,,
94180,Mentor,,
94182,Mentor,,
94184,Mentor,,
94186,Mentor,,
94188,Mentor,,
94190,Mentor,,
94192,Mentor,,
94194,Mentor,,
94196,Mentor,,
94198,Mentor,,
94200,Mentor,,
94202,Mentor,,
94204,Mentor,,
94206,Mentor,,
94208,Mentor,,
94210,Mentor,,
94212,Mentor,,
94214,Mentor,,
94216,Mentor,,
94218,Mentor,,
94220,Mentor,,
94222,Mentor,,
94224,Mentor,,
94226,Mentor,,
94228,Mentor,,
94230,Mentor,,
94232,Mentor,,
94234,Mentor,,
94236,Mentor,,
94238,Mentor,,
94240,Mentor,,
94242,Mentor,,
92838,Mentor,,
74526,English,10,I
188890,Electives,12,I
176300,World Language,11,A+
35392,World Language,9,I
194000,English,11,I
58620,Math,8,B
7745,Electives,9,I
57446,Math,8,B
94244,Mentor,,
94246,Mentor,,
94248,Mentor,,
94250,Mentor,,
94252,Mentor,,
94254,Mentor,,
94256,Mentor,,
94258,Mentor,,
94260,Mentor,,
94262,Mentor,,
94264,Mentor,,
94266,Mentor,,
94268,Mentor,,
94270,Mentor,,
94272,Mentor,,
94278,Mentor,,
94280,Mentor,,
47160,English,7,A-
190443,Math,9,I
96847,Math,8,I
38714,Math,5,I
191541,English,6,I
54791,Electives,9,I
155747,Math,6,I
14323,English,7,I
176772,History,10,A-
96419,World Language,9,I
170075,Electives,12,I
197281,History,7,I
14349,Math,7,I
170077,Electives,12,I
79398,Science,7,B
94276,Mentor,,
50971,English,8,I
155753,Mentor,,
16999,Electives,10,C+
47302,English,7,A+
57696,Math,8,B+
155749,Science,6,I
155749,Math,6,I
167331,English,9,I
35538,Math,9,B+
15021,Math,7,I
130021,Math,7,B
155755,Math,6,I
96559,World Language,9,I
64628,Science,6,B
170163,Electives,12,A
155755,Mentor,,
75052,English,9,B+
13283,Math,8,I
75068,Math,9,B
61183,History,7,I
155755,Science,6,I
14567,Math,7,I
14597,English,7,I
61231,History,7,B+
47224,History,7,A
11776,Science,7,B+
96563,World Language,9,I
155757,History,6,I
74792,Science,7,B-
170235,Electives,12,I
54331,English,9,B+
96679,World Language,9,I
179855,Math,8,B-
57316,Math,6,I
35540,Electives,9,I
57232,English,7,I
153066,English,6,B
91380,Math,6,I
54583,History,9,A-
75068,Science,9,B
155759,Math,6,I
34648,English,6,I
97105,Math,8,I
63603,Math,8,A+
7846,Electives,9,B-
197283,Science,7,I
57316,English,6,I
54413,Electives,9,I
155759,Science,6,I
49961,English,8,A+
54847,Electives,9,I
54765,Electives,9,I
54479,Electives,9,I
186631,History,7,I
96439,World Language,9,A
167329,English,9,I
155761,Science,6,I
51231,English,10,A+
90684,Math,6,B
35542,Electives,10,A-
153190,English,6,B
7832,History,10,A-
35526,Electives,9,I
101748,Math,8,I
73449,Math,9,I
196610,Math,6,I
18283,Science,8,A+
65642,English,8,A+
181063,Math,11,I
47715,Math,8,I
69240,Mentor,,
17653,English,9,I
103856,History,10,I
73641,Math,9,B
85192,History,8,A-
185494,English,10,N/A
155763,Science,6,A
184274,English,6,I
57318,Science,6,B
33633,English,6,A+
43079,Math,6,A
78720,Math,9,A
75172,English,7,C
70328,English,9,B
69246,History,6,B+
81631,Math,7,B
74530,Science,10,C-
75072,Math,9,B-
130141,English,6,A-
43271,Math,9,B
103980,World Language,9,A
155765,History,6,I
69246,Mentor,,
69262,Mentor,,
69266,Mentor,,
69286,Mentor,,
69238,Mentor,,
69258,Mentor,,
69234,Mentor,,
69256,Mentor,,
78800,Math,9,I
81429,English,7,B-
98824,History,9,I
74792,Math,7,B-
11646,Science,7,B+
90590,Science,7,A+
35564,Electives,10,A-
155767,Mentor,,
98749,Math,8,A-
98747,Math,7,B
64570,Science,6,B-
82631,Math,6,I
167341,Science,11,I
36603,Science,10,I
26999,Science,7,B-
79308,Math,9,I
43812,Science,11,B
75116,History,7,B-
87052,Math,8,A+
167343,English,9,I
73866,Science,7,A+
69294,Mentor,,
86211,History,6,A
177814,English,10,B+
80102,Science,7,B
18397,Science,8,I
155769,Mentor,,
72341,History,6,C+
155769,English,7,I
78832,Math,9,C
54511,English,9,A+
155771,Math,6,I
69296,Mentor,,
69290,Mentor,,
69292,Mentor,,
90361,Math,8,A+
188964,English,9,I
48142,English,6,I
182116,Science,6,N/A
74822,History,10,B
43556,Science,10,B+
96881,Math,7,C
168683,Science,7,I
23202,Math,10,A+
155771,Science,6,I
166723,Science,9,I
69300,Mentor,,
78984,Math,9,I
155773,Science,6,I
7879,English,10,A
16185,Science,7,N/A
155773,History,6,I
69306,Mentor,,
69310,Mentor,,
179411,Electives,8,N/A
69314,Mentor,,
69298,Mentor,,
69302,Mentor,,
69318,Mentor,,
69304,Mentor,,
69312,Mentor,,
179413,Electives,8,N/A
90219,History,8,A-
74277,Math,6,C
188993,Math,9,I
33170,History,9,A+
155775,Mentor,,
188964,English,10,I
69318,History,6,A
19672,Science,8,B-
74574,English,10,I
95712,Science,7,A
26523,English,9,B
155775,History,6,I
90471,Math,8,B
125310,English,6,A
79324,Science,7,C
137445,History,7,B
79404,Science,7,C+
155777,Mentor,,
7994,Math,9,I
69322,Mentor,,
69320,Mentor,,
133556,English,9,I
69330,Mentor,,
155201,History,8,C
96835,English,6,I
90928,Math,6,B
17777,Math,8,I
69346,Mentor,,
79420,Science,7,I
78271,History,6,I
155735,Math,6,C+
96899,Science,6,I
38168,History,5,B+
155779,Mentor,,
76838,English,10,I
188714,English,11,I
57824,Math,8,I
188964,English,11,I
155781,English,6,I
69342,Mentor,,
69350,Mentor,,
69356,Mentor,,
69334,Mentor,,
69338,Mentor,,
69344,Mentor,,
69332,Mentor,,
155781,Mentor,,
155783,Math,6,I
18397,Math,8,I
90431,Math,7,I
167347,History,9,I
39255,Science,7,A+
64910,English,8,A+
47942,History,6,I
50327,Science,7,C+
155783,History,6,I
155783,Science,6,I
69366,Mentor,,
69364,Mentor,,
69376,Mentor,,
69378,Mentor,,
69360,Mentor,,
69362,Mentor,,
65010,History,8,B+
68120,History,7,A-
101752,Math,6,B-
18717,Math,8,I
155789,Mentor,,
132253,Science,9,N/A
96905,History,6,A
155791,Mentor,,
48865,Science,11,B-
155789,Science,6,I
79460,Science,7,C-
132251,Science,9,N/A
103876,Science,9,N/A
155793,Mentor,,
97115,English,6,I
96983,Science,6,I
36851,World Language,9,A-
60597,Science,9,I
39411,Science,7,I
48226,History,6,I
155791,Science,6,I
69386,Mentor,,
69388,Mentor,,
69380,Mentor,,
69382,Mentor,,
69384,Mentor,,
69390,Mentor,,
124935,Mentor,,
132279,Science,9,N/A
12943,Math,8,I
179059,Science,6,I
168636,Science,7,A+
96795,Science,7,C+
94182,History,6,B
66873,English,7,A-
96821,Math,8,B+
155795,Math,6,I
44004,English,10,A-
98792,History,9,I
39701,Math,7,I
63535,Math,9,A+
81435,Math,7,N/A
34473,History,6,A+
63709,Math,9,A+
155795,Science,6,I
12981,Math,8,I
13033,Math,8,I
96859,Math,7,C+
179609,Math,7,A+
155797,Mentor,,
96869,History,7,N/A
13209,Math,8,I
13835,Math,7,I
177303,English,8,I
39687,Science,7,I
67990,History,7,A-
81541,Math,7,C
64716,Math,6,B
13223,Math,8,I
155797,Science,6,I
66915,English,7,B+
68561,History,6,I
81549,Math,7,I
66955,English,7,A+
68563,History,6,I
142366,World Language,9,I
49315,English,8,C
96879,History,7,I
96879,Science,7,B
65016,Math,8,A-
85938,Science,7,B
90441,English,7,A+
96879,Math,7,I
81637,Math,7,N/A
86046,Science,7,I
86050,Science,7,A+
155799,Math,6,I
155799,Science,6,I
19796,Science,8,A
63557,Math,9,A-
68629,History,6,I
39441,Science,7,I
96891,Math,7,I
81673,Math,7,I
33585,Science,6,A
